job_title,company_name,company_address,estimated_salary_usd,work_hour,city,state,zipcode,work_type,latitude,longitude
Modeling Data Engineer,VA Dept of Transportation,"Richmond, VA","72,738 - 118,200 a year",full-time,Richmond,VA,unknown,On site,37.5385087,-77.43428
Senior Data Engineer (Remote),Home Depot / THD,"Remote in Atlanta, GA 30301","170,000 a year",unknown,Atlanta,GA,30301,Remote,33.7489924,-84.3902644
GCP Data Engineer,Zenotis Technologies Inc,Remote,"From 130,000 a year",full-time,unknown,unknown,unknown,On site,unknown,unknown
IT Data Engineer Operations (REMOTE),Fulton Bank,"Lancaster, PA 17601",unknown,full-time,Lancaster,PA,17601,On site,40.03813,-76.3056686
AWS Data Engineer,Sthavirsoft Inc,"Trenton, NJ 08629 (Villa Park area)",50 - 65 an hour,contract,Trenton,NJ,08629,On site,40.2205944,-74.7597219
Data Engineer,Hash Technologies,Remote,55 - 65 an hour,full-time,unknown,unknown,unknown,On site,unknown,unknown
Data Warehouse Software Engineer,Ford Motor Company,"Dearborn, MI 48126", 96.2K - 122K a year,full-time,Dearborn,MI,48126,On site,42.3222599,-83.1763145
Data Science Engineer,Garner Health,"Remote in New York, NY","110,000 - 145,000 a year",unknown,New York,NY,unknown,Remote,40.7127281,-74.0060152
Big Data Engineer with Spark and Python,Freemind solutions,Remote,43.62 - 60.00 an hour,contract,unknown,unknown,unknown,On site,unknown,unknown
Sr. Azure Data Engineer,"Evolver, LLC. a CSS Company",Remote,"130,000 - 150,000 a year",full-time,unknown,unknown,unknown,On site,unknown,unknown
Senior Data Engineer (Druid Engineer),QuantumBricks Inc,Remote,50 - 55 an hour,contract,unknown,unknown,unknown,On site,unknown,unknown
mgr engineer - Data Engineering,Starbucks,"Seattle, WA 98134 (Industrial District area)",unknown,full-time,Seattle,WA,98134,On site,47.6038321,-122.330062
Collibra Data Governance Engineer,Guddge LLC,"Remote in Los Angeles, CA",60 an hour,full-time,Los Angeles,CA,unknown,Remote,34.0536909,-118.242766
Data Engineer with GCP,emids,"Remote in Franklin, TN 37064", 104K - 132K a year,unknown,Franklin,TN,37064,Remote,33.2002659,-95.2231752
"Data Engineer (SQL, Tableau, Kibana) - W2 Only","Computer Enterprises, Inc. (CEI)","Hybrid remote in Philadelphia, PA 19103",54 - 60 an hour,full-time,Philadelphia,PA,19103,Hybrid remote,39.9527237,-75.1635262
Data Engineer,Sanametrix,Remote,"120,000 - 130,000 a year",full-time,unknown,unknown,unknown,On site,unknown,unknown
Data Engineer with AWS Python Pyspark SQL,Plaxonic Technologies,"New York, NY","120,000 - 135,000 a year",full-time,New York,NY,unknown,On site,40.7127281,-74.0060152
Data Engineer II,Society Insurance Company,"Hybrid remote in Fond du Lac, WI 54937", 80.8K - 102K a year,full-time,Fond du Lac,WI,54937,Hybrid remote,43.7533414,-88.4493796
Data Engineer,"Naval Systems, Inc.","District Heights, MD", 91.2K - 115K a year,full-time,District Heights,MD,unknown,On site,38.8622077,-76.8815207
Data Engineer,KAPS Solutions,"Springfield, VA 22150","125,000 - 135,000 a year",full-time,Springfield,VA,22150,On site,39.7990175,-89.6439575
Data Engineer,Campfire LLC,Hybrid remote in Washington State,"60,000 - 170,000 a year",full-time,unknown,WA,unknown,Hybrid remote,unknown,unknown
Data Engineer,Ad hoc Research,"Hybrid remote in Plano, TX 75074", 95.7K - 121K a year,full-time,Plano,TX,75074,Hybrid remote,33.0136764,-96.6925096
Senior Data Engineer,SLRI Solutions,"Katy, TX 77450", 117K - 149K a year,full-time,Katy,TX,77450,On site,29.7857853,-95.8243956
Senior Data Engineer,TRUSTONE FINANCIAL CREDIT UNION,"Burnsville, MN 55337",unknown,full-time,Burnsville,MN,55337,On site,44.7670567,-93.2773887
BI Data Engineer,Johnson Brothers Liquor Co,Remote, 92.3K - 117K a year,full-time,unknown,unknown,unknown,On site,unknown,unknown
Data Engineer,Association Analytics,"Remote in Arlington, VA", 106K - 135K a year,full-time,Arlington,VA,unknown,Remote,32.7355816,-97.1071186
Data Engineer – R01526767,Brillio,"San Ramon, CA 94583", 128K - 162K a year,unknown,San Ramon,CA,94583,On site,41.7253374,1.363189
Senior Data Engineer,AgileEngine,Remote, 111K - 141K a year,full-time,unknown,unknown,unknown,On site,unknown,unknown
Salesforce Data Engineer,Delta Dental of Michigan,"Okemos, MI 48864", 94.8K - 120K a year,unknown,Okemos,MI,48864,On site,42.7221021,-84.4275259
Data Engineer - Hybrid,SMSC Gaming Enterprise,"Prior Lake, MN 55372", 99.2K - 126K a year,full-time,Prior Lake,MN,55372,On site,44.7133271,-93.4226873
Data Engineers – Seniors #IN1056,Cummins Inc.,"Columbus, IN 47202",unknown,unknown,Columbus,IN,47202,On site,39.9622601,-83.0007065
General Data Engineer,Miracle Software Systems,Michigan, 95.2K - 121K a year,full-time,unknown,unknown,unknown,On site,unknown,unknown
Data Engineer - 3963,Arcfield,"Reston, VA","83,999 - 192,963 a year",full-time,Reston,VA,unknown,On site,38.953055899999995,-77.35021396591173
Data Engineer II,Spectrum,"Austin, TX 78759 (Arboretum area)",unknown,full-time,Austin,TX,78759,On site,30.2711286,-97.7436995
ML and Data Infrastructure Engineer - SPG,Apple,"Cupertino, CA",unknown,unknown,Cupertino,CA,unknown,On site,37.3228934,-122.0322895
Software Engineer -Big Data,CEDENT,"Washington, DC",120 - 135 an hour,full-time,"Washington, DC",DC,unknown,On site,38.8950368,-77.0365427
Sr. Data Engineer,Medecision,Remote,"130,000 - 150,000 a year",full-time,unknown,unknown,unknown,On site,unknown,unknown
Data Engineer,Pyramid Global Hospitality Corporate Offices -...,"Boston, MA 02110 (Downtown area)","110,000 - 125,000 a year",full-time,Boston,MA,02110,On site,42.3554334,-71.060511
Data Engineer,OmniSync Incorporated,"Hybrid remote in San Diego, CA 92123","70,200 - 128,659 a year",full-time,San Diego,CA,92123,Hybrid remote,32.7174202,-117.1627728
Application Engineer - Data,MassMutual,"Boston, MA 02124 (South Dorchester area)", 116K - 147K a year,full-time,Boston,MA,02124,On site,42.3554334,-71.060511
Senior Data Engineer,ABBVIE,"Lake County, IL", 107K - 136K a year,full-time,Lake County,IL,unknown,On site,39.0505411,-122.7776556
Data Engineer,Helm,"Hybrid remote in Washington, DC", 111K - 140K a year,full-time,"Washington, DC",DC,unknown,Hybrid remote,38.8950368,-77.0365427
Senior Data Engineer (US),Reebelo,"Hybrid remote in San Francisco, CA", 146K - 184K a year,full-time,San Francisco,CA,unknown,Hybrid remote,37.7790262,-122.419906
Data Engineer,King's Hawaiian,"Torrance, CA 90505", 101K - 127K a year,full-time,Torrance,CA,90505,On site,33.8358492,-118.3406288
Sr. Data Analytics Engineer,Under Armour,Remote,"124,000 - 170,000 a year",unknown,unknown,unknown,unknown,On site,unknown,unknown
Data Science Engineer,Abbott Laboratories,"Plano, TX",unknown,full-time,Plano,TX,unknown,On site,33.0136764,-96.6925096
Data Center Operations Engineer,Juniper Networks,"Sunnyvale, CA 94089","72,000 - 110,400 a year",full-time,Sunnyvale,CA,94089,On site,37.3688301,-122.036349
Sr Data Engineer,Cardinal Health,Florida,unknown,unknown,unknown,unknown,unknown,On site,unknown,unknown
Data Engineer,Precision Solutions,Virginia, 101K - 128K a year,unknown,unknown,unknown,unknown,On site,unknown,unknown
Data Engineer,KeyLogic Systems,Remote, 85.9K - 109K a year,full-time,unknown,unknown,unknown,On site,unknown,unknown
Senior Data Analytics Engineer,Papa John's,"Atlanta, GA 30339", 107K - 135K a year,unknown,Atlanta,GA,30339,On site,33.7489924,-84.3902644
Senior Data Engineer,The University of Chicago,"Chicago, IL 60637 (Woodlawn area)", 77.7K - 98.4K a year,full-time,Chicago,IL,60637,On site,41.8755616,-87.6244212
LEAD DATA SCIENCE ENGINEER,Dollar General,"Goodlettsville, TN 37072", 107K - 135K a year,full-time,Goodlettsville,TN,37072,On site,36.334911500000004,-86.70533913302022
Data Analyst/Data Engineer,RakirS Systems,"Henderson, NV 89052 (Westgate area)", 99.5K - 126K a year,unknown,Henderson,NV,89052,On site,32.182598,-95.7893178
Data Engineer,Zartico,"Salt Lake City, UT 84101 (People's Freeway area)", 95.9K - 121K a year,full-time,Salt Lake City,UT,84101,On site,40.7596198,-111.886797
Data Engineer 3/Remote (Clinical),Raland Compliance Partners,"Remote in San Diego, CA", 116K - 147K a year,12 hour shift,San Diego,CA,unknown,Remote,32.7174202,-117.1627728
Quant Data Engineer,HarbourVest Partners,"Hybrid remote in Boston, MA 02111", 107K - 135K a year,full-time,Boston,MA,02111,Hybrid remote,42.3554334,-71.060511
Data Quality Scientist and Engineer,Booz Allen Hamilton,"Hybrid remote in Bethesda, MD","73,100 - 166,000 a year",unknown,Bethesda,MD,unknown,Hybrid remote,38.98127255,-77.12335871396549
"Data Engineer, Business Intelligence",Block,"Denver, CO", 100K - 127K a year,full-time,Denver,CO,unknown,On site,39.7392364,-104.984862
Celonis Data Engineer,Globant,Texas, 108K - 137K a year,full-time,unknown,unknown,unknown,On site,unknown,unknown
Senior Data Engineer,MGIC,"Hybrid remote in Milwaukee, WI 53202", 106K - 134K a year,full-time,Milwaukee,WI,53202,Hybrid remote,43.0349931,-87.922497
Tableau Administrator/Lead Data Engineer,Consolidated Nuclear Security,"Oak Ridge, TN", 101K - 128K a year,unknown,Oak Ridge,TN,unknown,On site,36.0103562,-84.2696449
Data and Machine Learning Engineer,"AEEC, LLC.","Remote in Salt Lake City, UT 84119", 90.7K - 115K a year,full-time,Salt Lake City,UT,84119,Remote,40.7596198,-111.886797
Data Engineer (Remote),Ad Hoc Team,"Remote in Dallas, TX","101,570 - 136,994 a year",unknown,Dallas,TX,unknown,Remote,32.7762719,-96.7968559
Staff Data Engineer,DVx Ventures,Remote in California, 181K - 230K a year,full-time,unknown,CA,unknown,Remote,unknown,unknown
Azure Dev Ops Data Engineer,Ivy Tech Solutions inc,"Raleigh, NC", 105K - 133K a year,unknown,Raleigh,NC,unknown,On site,35.7803977,-78.6390989
Senior Data Engineer,Virginia Tech,"Remote in Blacksburg, VA", 88.1K - 112K a year,day shift,Blacksburg,VA,unknown,Remote,37.2296566,-80.4136767
Data Lake Engineer,CIMCON Digital,"Westford, MA 01886", 112K - 142K a year,unknown,Westford,MA,01886,On site,42.5792583,-71.4378411
Data Engineer/Senior Data Engineer,C3 AI,"Redwood City, CA","85,000 - 161,000 a year",unknown,Redwood City,CA,unknown,On site,37.4863239,-122.232523
GCP IBM Streams Data Engineer || Hybrid role,Cat software service,"Irving, TX",55 - 60 an hour,contract,Irving,TX,unknown,On site,32.8295183,-96.9442177
Data Engineer,USC,"Hybrid remote in Los Angeles, CA","96,739 - 110,000 a year",unknown,Los Angeles,CA,unknown,Hybrid remote,34.0536909,-118.242766
Data Lead Engineer - Sapiens URS System,RELQ TECHNOLOGIES,"Cincinnati, OH 45202 (Central Business District area)","100,000 - 120,000 a year",contract,Cincinnati,OH,45202,On site,39.1014537,-84.5124602
Senior Data Engineer,NTENT,"Carlsbad, CA 92008", 124K - 157K a year,full-time,Carlsbad,CA,92008,On site,33.1580933,-117.3505966
"Sr Software Engineer, Time Series and Real Time Data Streaming (Fully Remote)",LTK USA,"Remote in San Francisco, CA", 150K - 189K a year,unknown,San Francisco,CA,unknown,Remote,37.7790262,-122.419906
Sr. Data Engineer,Supernal,"Irvine, CA 92612","151,840 - 232,960 a year",unknown,Irvine,CA,92612,On site,33.6856969,-117.8259819
Data Platform Engineer,GSK,"South San Francisco, CA 94080","115,974 - 156,906 a year",unknown,South San Francisco,CA,94080,On site,37.6535403,-122.4168664
Data Engineer - Need on w2 only,Vidu Solutions LLC,"Dallas, TX","66,357 - 146,846 a year",contract,Dallas,TX,unknown,On site,32.7762719,-96.7968559
Data Engineer,Orange County's Credit Union,"Hybrid remote in Santa Ana, CA 92705", 87.6K - 111K a year,full-time,Santa Ana,CA,92705,Hybrid remote,33.7494951,-117.8732213
Data Engineer,Delviom LLC,"Dallas, TX 75201 (Downtown area)","110,000 - 120,000 a year",full-time,Dallas,TX,75201,On site,32.7762719,-96.7968559
Senior Data Engineer,2U,"Remote in Lanham, MD","120,000 - 142,000 a year",full-time,Lanham,MD,unknown,Remote,38.965365000000006,-76.84179265424164
Data Engineer,Farm Credit East,"Enfield, CT 06082", 83.8K - 106K a year,full-time,Enfield,CT,06082,On site,51.6520851,-0.0810175
Senior Data Engineer,Foundry,"Rochester, NY", 112K - 142K a year,unknown,Rochester,NY,unknown,On site,43.157285,-77.615214
Data Engineer,Prizeout,"New York, NY","115,000 - 175,000 a year",full-time,New York,NY,unknown,On site,40.7127281,-74.0060152
AWS Data Engineer,Guddge,Remote, 122K - 155K a year,full-time,unknown,unknown,unknown,On site,unknown,unknown
Data Engineer,HealthVerity,"Hybrid remote in Philadelphia, PA", 111K - 140K a year,full-time,Philadelphia,PA,unknown,Hybrid remote,39.9527237,-75.1635262
Senior Data Engineer,"Surescripts, LLC","Hybrid remote in Minneapolis, MN 55402","119,633 - 146,218 a year",full-time,Minneapolis,MN,55402,Hybrid remote,44.9772995,-93.2654692
"Senior Software Engineer, Data Pipeline Engineering",Cboe,"Hybrid remote in Chicago, IL 60604", 136K - 173K a year,unknown,Chicago,IL,60604,Hybrid remote,41.8755616,-87.6244212
Senior Data Science Engineer,Adobe,"San Jose, CA 95110 (Downtown area)","140,200 - 261,400 a year",full-time,San Jose,CA,95110,On site,37.3361663,-121.890591
Data Engineer,ConsumerAffairs,"Remote in Austin, TX", 104K - 131K a year,full-time,Austin,TX,unknown,Remote,30.2711286,-97.7436995
Data Engineer - Officer - NY/NJ - Hybrid (HM),Citi,"Rutherford, NJ","92,570 - 129,150 a year",full-time,Rutherford,NJ,unknown,On site,35.3994626,-81.9023191
Data Engineer (Azure),CloudSufi,California, 118K - 149K a year,full-time,unknown,unknown,unknown,On site,unknown,unknown
Data Engineer,Oran Inc,"Herndon, VA 20171","120,000 a year",unknown,Herndon,VA,20171,On site,39.909726,-100.785153
Senior Data Engineer,ATPCO,"Dulles, VA 20166 (Dulles International Airport area)", 95.3K - 121K a year,full-time,Dulles,VA,20166,On site,29.456179,-98.663407
Azure Data Engineer,DHL eCommerce,Remote,"95,880 - 135,360 a year",unknown,unknown,unknown,unknown,On site,unknown,unknown
Data Engineer for US Citizens with Secret Clearance,SecurePro,"Remote in Arlington, VA",60 - 80 an hour,full-time,Arlington,VA,unknown,Remote,32.7355816,-97.1071186
"Sr Software Engineer - Data Sciences Platform (Java, Spring, Microservices)",TARGET,"Brooklyn Park, MN 55445 (Oak Grove area)","83,800 - 150,800 a year",full-time,Brooklyn Park,MN,55445,On site,45.1004807,-93.3443585
Remote Data Engineer,AiRCare Health,"Remote in Saint Paul, MN", 99.7K - 126K a year,full-time,Saint Paul,MN,unknown,Remote,44.9497487,-93.0931028
Data Integrations Engineer,"ShareThis, Inc","Remote in Palo Alto, CA 94306","90,000 - 130,000 a year",full-time,Palo Alto,CA,94306,Remote,37.4443293,-122.1598465
"Data Engineer, Senior",Toyota,"Plano, TX 75024", 118K - 150K a year,full-time,Plano,TX,75024,On site,33.0136764,-96.6925096
Data Engineer,CRS Temporary Housing,"Remote in Phoenix, AZ 85029", 101K - 128K a year,full-time,Phoenix,AZ,85029,Remote,33.4484367,-112.074141
"Data Engineer, Data Engineering",PepsiCo,"Plano, TX 75024","130,562 - 190,000 a year",full-time,Plano,TX,75024,On site,33.0136764,-96.6925096
Senior Data Engineer,Berkshire Hathaway Specialty Insurance,"Boston, MA 02111 (Central area)", 121K - 154K a year,full-time,Boston,MA,02111,On site,42.3554334,-71.060511
Data Engineer,Okaya infocom,"Jersey City, NJ",50 - 75 an hour,full-time,Jersey City,NJ,unknown,On site,40.7215682,-74.047455
Junior Data Engineer,Decision Point Healthcare,"Boston, MA 02109 (Downtown area)", 80.5K - 102K a year,full-time,Boston,MA,02109,On site,42.3554334,-71.060511
"Principal / Electrical Engineer: Subsystems/Command & Data Handling (Top Secret) – Space / Satellite Systems (Gilbert, AZ)",Northrop Grumman,"Gilbert, AZ 85233","64,144 - 96,216 a year",monday to friday,Gilbert,AZ,85233,On site,33.3527632,-111.789037
Data Engineer,NuTechs LLC,"Hybrid remote in Plymouth, MI","75,000 - 95,000 a year",full-time,Plymouth,MI,unknown,Hybrid remote,50.3712659,-4.1425658
Data Engineer,MetaPhase Consulting,"Reston, VA 20190", 114K - 145K a year,unknown,Reston,VA,20190,On site,38.953055899999995,-77.35021396591173
Data Software Engineer,MassMutual,"Boston, MA 02124 (South Dorchester area)", 117K - 148K a year,full-time,Boston,MA,02124,On site,42.3554334,-71.060511
Senior Big Data/Hadoop Engineer,Evaya Data Systems,"Allen, TX", 125K - 159K a year,unknown,Allen,TX,unknown,On site,40.8077797,-84.0572225
Senior Data Engineer,VeracityID,"New York, NY 10001 (Chelsea area)", 142K - 180K a year,full-time,New York,NY,10001,On site,40.7127281,-74.0060152
Data Engineer,Atlantic Digital,"Tampa, FL 33621 (MacDill AFB area)", 97.3K - 123K a year,full-time,Tampa,FL,33621,On site,27.9477595,-82.458444
Data Engineer,OP3N WORLD,"Remote in Los Angeles, CA", 126K - 159K a year,unknown,Los Angeles,CA,unknown,Remote,34.0536909,-118.242766
Data Engineer,PNC Financial Services Group,"Overland Park, KS 66210", 92.2K - 117K a year,full-time,Overland Park,KS,66210,On site,38.9742502,-94.6851702
Senior Data Engineer,National Funding,Remote,"110,000 - 165,000 a year",full-time,unknown,unknown,unknown,On site,unknown,unknown
Solutions Engineer - Data & Machine Learning,Union.ai,"Seattle, WA","115,000 - 150,000 a year",full-time,Seattle,WA,unknown,On site,47.6038321,-122.330062
Data Engineer,"Double Line, Inc.","Austin, TX", 101K - 128K a year,full-time,Austin,TX,unknown,On site,30.2711286,-97.7436995
Senior Python Engineer | Data Engineer.,Ivy Tech Solutions inc,Remote, 107K - 136K a year,unknown,unknown,unknown,unknown,On site,unknown,unknown
Data Engineer,Breadboard,"New York, NY", 114K - 144K a year,full-time,New York,NY,unknown,On site,40.7127281,-74.0060152
Data Center Field Engineer,Advantage Technical,"Albany, NY 12203 (Campus Area-University District area)",20 - 25 an hour,unknown,Albany,NY,12203,On site,41.000028,19.9999619
Data Engineer,Wondr Health,Remote,"126,901 - 137,557 a year",full-time,unknown,unknown,unknown,On site,unknown,unknown
Sr. Data Engineer,MindBoard,Remote, 120K - 152K a year,full-time,unknown,unknown,unknown,On site,unknown,unknown
Systems Engineer- Collibra Data Intelligence (REMOTE),GEICO,"Remote in Chevy Chase, MD 20815","72,000 - 138,000 a year",full-time,Chevy Chase,MD,20815,Remote,38.9813699,-77.0849245
Data Engineer,Radiance Technologies,"Suitland, MD", 94.7K - 120K a year,full-time,Suitland,MD,unknown,On site,38.850133799999995,-76.9256744274507
Senior Data Platform Engineer,Wawa,"Wawa, PA", 111K - 141K a year,full-time,Wawa,PA,unknown,On site,47.9929283,-84.7740199
Data Engineer,Current Job Openings at Revionics,"Remote in Atlanta, GA","75,000 - 95,000 a year",unknown,Atlanta,GA,unknown,Remote,33.7489924,-84.3902644
Senior Data Engineer,Spotter,"Culver City, CA","100,000 - 500,000 a year",unknown,Culver City,CA,unknown,On site,34.0211224,-118.396466
DATA CENTER SYSTEMS ENGINEER I,The University of Texas Rio Grande Valley,"Edinburg, TX", 50.2K - 63.6K a year,full-time,Edinburg,TX,unknown,On site,55.9533456,-3.1883749
Data Engineer,Blancas Sandoval & Associates. PA,"Miami, FL", 84.2K - 107K a year,full-time,Miami,FL,unknown,On site,25.7741728,-80.19362
Senior Data Engineer,Koniku Inc.,"San Rafael, CA","100,000 - 180,000 a year",unknown,San Rafael,CA,unknown,On site,37.9747795,-122.5316686
Senior Data & Analytics Engineer (Remote),WCG,"Remote in Princeton, NJ 08540","77,600 - 108,500 a year",full-time,Princeton,NJ,08540,Remote,40.3492744,-74.6592958
Senior Software Engineer (Data),WALGREENS,"Deerfield, IL 60015","91,950 - 235,440 a year",unknown,Deerfield,IL,60015,On site,42.1711365,-87.8445119
Senior Data Engineer,Premier Consulting Group,"Hybrid remote in Boca Raton, FL 33431","140,000 - 160,000 a year",full-time,Boca Raton,FL,33431,Hybrid remote,26.3586885,-80.0830984
Cloud Data Engineer,EDF Renewables,"San Diego, CA 92128 (Carmel Mountain area)", 111K - 141K a year,full-time,San Diego,CA,92128,On site,32.7174202,-117.1627728
Data Engineer,ASSURANCE,"Seattle, WA 98155","130,000 - 170,000 a year",full-time,Seattle,WA,98155,On site,47.6038321,-122.330062
Data Engineer,Simple Technology Solutions,"Remote in Washington, DC", 109K - 138K a year,unknown,"Washington, DC",DC,unknown,Remote,38.8950368,-77.0365427
Azure Data Engineer,TRESUME,"Ashburn, VA 20147","55,000 - 65,000 a year",full-time,Ashburn,VA,20147,On site,39.030019100000004,-77.46964646557657
Data Engineer - AWS / Google Cloud Platform,Aviary Analytics,"New York, NY 10007 (Tribeca area)", 109K - 138K a year,contract,New York,NY,10007,On site,40.7127281,-74.0060152
Data Engineer,FanDuel,"Hybrid remote in Atlanta, GA", 116K - 147K a year,unknown,Atlanta,GA,unknown,Hybrid remote,33.7489924,-84.3902644
Data Engineer,Near,"Pasadena, CA","160,000 - 175,000 a year",unknown,Pasadena,CA,unknown,On site,34.1476452,-118.1444779
Data Integration Engineer,American Honda Motor Co,"Hybrid remote in Torrance, CA 90501","77,800 - 116,700 a year",full-time,Torrance,CA,90501,Hybrid remote,33.8358492,-118.3406288
Data Engineers – Seniors #IN1056,Cummins Inc.,"Columbus, IN 47202",unknown,unknown,Columbus,IN,47202,On site,39.9622601,-83.0007065
General Data Engineer,Miracle Software Systems,Michigan, 95.2K - 121K a year,full-time,unknown,unknown,unknown,On site,unknown,unknown
Data Engineer - 3963,Arcfield,"Reston, VA","83,999 - 192,963 a year",full-time,Reston,VA,unknown,On site,38.953055899999995,-77.35021396591173
ML and Data Infrastructure Engineer - SPG,Apple,"Cupertino, CA",unknown,unknown,Cupertino,CA,unknown,On site,37.3228934,-122.0322895
Software Engineer -Big Data,CEDENT,"Washington, DC",120 - 135 an hour,full-time,"Washington, DC",DC,unknown,On site,38.8950368,-77.0365427
Sr. Data Engineer,Medecision,Remote,"130,000 - 150,000 a year",full-time,unknown,unknown,unknown,On site,unknown,unknown
Data Engineer,Pyramid Global Hospitality Corporate Offices -...,"Boston, MA 02110 (Downtown area)","110,000 - 125,000 a year",full-time,Boston,MA,02110,On site,42.3554334,-71.060511
Data Engineer,OmniSync Incorporated,"Hybrid remote in San Diego, CA 92123","70,200 - 128,659 a year",full-time,San Diego,CA,92123,Hybrid remote,32.7174202,-117.1627728
Application Engineer - Data,MassMutual,"Boston, MA 02124 (South Dorchester area)", 116K - 147K a year,full-time,Boston,MA,02124,On site,42.3554334,-71.060511
Data Center Critical Facilities Engineer,TEKsystems,"Leesburg, VA 20175",30 - 53 an hour,unknown,Leesburg,VA,20175,On site,28.810823,-81.8778582
Data Engineer II,"Big Fish Games, Inc.","Hybrid remote in Las Vegas, NV 89119","68,513 - 127,238 a year",full-time,Las Vegas,NV,89119,Hybrid remote,36.1672559,-115.148516
Senior Data Engineer I,Yello,Remote,"120,000 - 140,000 a year",unknown,unknown,unknown,unknown,On site,unknown,unknown
DATA ENGINEERS,Kodeva,"Ashburn, VA 20147", 103K - 130K a year,unknown,Ashburn,VA,20147,On site,39.030019100000004,-77.46964646557657
Senior Data Engineer,Erstom,"Minneapolis, MN", 111K - 141K a year,unknown,Minneapolis,MN,unknown,On site,44.9772995,-93.2654692
Cloud Data Engineer - Hadoop / Snowflake / Azure,M&T Bank,"Hybrid remote in Buffalo, NY",unknown,full-time,Buffalo,NY,unknown,Hybrid remote,42.8867166,-78.8783922
Senior Data Engineer,PlatformQ Health,"Remote in Needham, MA 02494", 128K - 162K a year,unknown,Needham,MA,02494,Remote,31.9868295,-88.33308822099423
Data Engineer - 15319,Enlighten,"Hybrid remote in Columbia, MD", 123K - 155K a year,full-time,Columbia,MD,unknown,Hybrid remote,4.099917,-72.9088133
Data Engineer,Cognitio,"McLean, VA", 130K - 165K a year,unknown,McLean,VA,unknown,On site,40.4631789,-88.8196613
Data Engineer,Logistics Management Institute,Remote, 106K - 135K a year,full-time,unknown,unknown,unknown,On site,unknown,unknown
Data Engineer (IDST),"People, Technology & Processes","Tampa, FL 33634", 94.4K - 119K a year,unknown,Tampa,FL,33634,On site,27.9477595,-82.458444
LEAD DATA ENGINEER,University of Washington,"Hybrid remote in Seattle, WA 98195","8,500 - 10,375 a month",monday to friday,Seattle,WA,98195,Hybrid remote,47.6038321,-122.330062
Big Data Engineer,Big Data Engineer,Remote, 99K - 125K a year,full-time,unknown,unknown,unknown,On site,unknown,unknown
"Senior Engineer - People Data & Analytics (Hybrid, Seattle)",Lululemon,"Hybrid remote in Seattle, WA","132,200 - 173,500 a year",unknown,Seattle,WA,unknown,Hybrid remote,47.6038321,-122.330062
Software Engineer - Data Processing and Machine Learning Platform,Hewlett Packard Enterprise,"Hybrid remote in Andover, MA 01810","124,500 - 286,300 a year",full-time,Andover,MA,01810,Hybrid remote,45.2332985,-93.2913405
"Water Resources Engineer, Scientist, or Data Scientist",LimnoTech,"Oakdale, MN", 80.2K - 102K a year,full-time,Oakdale,MN,unknown,On site,44.985624,-92.9645794
Senior Data Engineer,MerQube Inc,"San Mateo, CA", 130K - 165K a year,unknown,San Mateo,CA,unknown,On site,37.496904,-122.3330573
Senior Data Engineer,Rippling,"Hybrid remote in San Francisco, CA", 169K - 213K a year,unknown,San Francisco,CA,unknown,Hybrid remote,37.7790262,-122.419906
DATA ENGINEER,Dollar General,"Goodlettsville, TN 37072", 88.9K - 113K a year,full-time,Goodlettsville,TN,37072,On site,36.334911500000004,-86.70533913302022
Senior Data Engineer,Demandbase,Remote,"157,250 - 231,000 a year",unknown,unknown,unknown,unknown,On site,unknown,unknown
Senior Data Engineer,iSpot.tv,Hybrid remote,"120,000 - 152,000 a year",full-time,unknown,unknown,unknown,On site,unknown,unknown
Software Engineer II - Data Engineering,"JPMorgan Chase Bank, N.A.","Plano, TX","123,500 - 180,000 a year",full-time,Plano,TX,unknown,On site,33.0136764,-96.6925096
Data Engineer I,Spartan Technologies,"Remote in Kansas City, MO",55 an hour,contract,Kansas City,MO,unknown,Remote,39.100105,-94.5781416
Data Engineer II – Telecommute Opportunity,Dataminr,Remote,"102,482 - 160,000 a year",full-time,unknown,unknown,unknown,On site,unknown,unknown
Data Center Engineer,Effervescent Consulting,"Leesburg, VA","142,649 - 155,374 a year",full-time,Leesburg,VA,unknown,On site,28.810823,-81.8778582
Data Engineer (Data Science),The Swift Group,"Reston, VA", 124K - 157K a year,contract,Reston,VA,unknown,On site,38.953055899999995,-77.35021396591173
Senior Data Engineer - New York,Tickets.com,"Hybrid remote in New York, NY 10020","165,000 - 200,000 a year",unknown,New York,NY,10020,Hybrid remote,40.7127281,-74.0060152
"Data Engineer, Analytics",Tesla,"Sparks, NV 89434", 113K - 144K a year,full-time,Sparks,NV,89434,On site,39.5404679,-119.7487235
